lp_link,lp_name,lp_addr,lp_salestatus,lp_wuyetp,lp_tag,lp_price,lp_phone,lp_dp,lp_huxing,lp_area
https://cq.fang.anjuke.com/loupan/406063.html,江山樾,"两江新区两江新区金通大道,近平祥路",在售,别墅,"即将开盘,轨交房,改善房,品牌开发商",总价260/万元/套起,400-603-2266 转 68926,115,"['2室', '4室']",96.23-144
https://cq.fang.anjuke.com/loupan/427699.html,金科御临河,两江新区两江新区龙兴镇两江大道龙脑山公交站,在售,别墅,"改善房,品牌开发商,综合体,河景",总价210/万元/套,400-603-2266 转 97065,17,['别墅'],148-283
https://cq.fang.anjuke.com/loupan/430733.html,融创九棠府,两江新区两江新区龙兴两江影视城旁,在售,住宅,"改善房,品牌开发商,公园,综合体",最低10700/元/㎡起,400-603-2266 转 45933,53,['4室'],110.43-180.07
https://cq.fang.anjuke.com/loupan/415965.html,远洋九公子,"两江新区两江新区金通大道,近礼洁路",在售,住宅,"轨交房,改善房,品牌开发商,公园",均价16000/元/㎡,400-603-2266 转 62281,139,"['3室', '4室', '5室']",85.45-136.79
https://cq.fang.anjuke.com/loupan/251944.html,中航小镇,两江新区两江新区龙骏大道,在售,别墅,"改善房,湖景,人工湖,飘窗",总价270/万元/套起,400-603-2266 转 27606,117,['别墅'],125.31-259
https://cq.fang.anjuke.com/loupan/428102.html,北京城建龙樾生态城,两江新区两江新区悦来生态城（高义口轻轨站旁）,待售,别墅,"轨交房,湖景,综合体,豪宅",None,400-603-2266 转 97468,14,"['4室', '5室', '别墅']",145-161
https://cq.fang.anjuke.com/loupan/417701.html,万科御澜山,两江新区两江新区金山大道28号,待售,住宅,"轨交房,即将开盘,改善房,湖景",None,400-603-2266 转 73229,36,"['3室', '别墅']",84-443
https://cq.fang.anjuke.com/loupan/400769.html,华宇御澜湾,两江新区两江新区金通大道,在售,别墅,"轨交房,改善房,学校,医院",总价300/万元/套起,400-603-2266 转 62137,103,['别墅'],119.49-155.81
https://cq.fang.anjuke.com/loupan/418787.html,绿地新里樱园,两江新区两江新区金渝大道与海尔路交汇处,待售,住宅,"轨交房,刚需房,小三室,人车分流",None,400-603-2266 转 74323,50,['3室'],96.97-123
https://cq.fang.anjuke.com/loupan/417934.html,黄金嘉年华,两江新区两江新区龙兴镇两江大道龙兴管委会斜对面,在售,公寓,"商场,飘窗,综合体,景区",均价10000/元/㎡,400-603-2266 转 73466,26,['公寓'],29-60
https://cq.fang.anjuke.com/loupan/411241.html,新江与城,"两江新区两江新区金开大道,近华山南路",在售,住宅,"轨交房,大型超市,美食街,学校",均价16500/元/㎡,400-603-2266 转 26808,74,['4室'],117.8-133.01
https://cq.fang.anjuke.com/loupan/429229.html,北大资源悦来峰尚,两江新区两江新区悦城三路,在售,住宅,"轨交房,即将开盘,刚需房,品牌开发商",总价80/万元/套起,400-603-2266 转 98600,48,['2室'],80.57-98.97
https://cq.fang.anjuke.com/loupan/400673.html,绿城两江御园,两江新区两江新区龙盛新区两江影视国际城大桥西侧,待售,住宅,"双卫,一梯两户,使用面积多,主卧套房",None,400-603-2266 转 59717,57,"['2室', '3室', '4室', '别墅']",72-285
https://cq.fang.anjuke.com/loupan/427231.html,金科亿达两江健康科技城,两江新区两江新区悦复大道8号,在售,店铺,轨交房,均价6500/元/㎡,400-603-2266 转 96585,11,[],133320
https://cq.fang.anjuke.com/loupan/416968.html,金科九曲河,两江新区两江新区金海湾公园旁,在售,住宅,"轨交房,改善房,品牌开发商,高端会所",总价700/万元/套起,400-603-2266 转 72490,14,[],285038
https://cq.fang.anjuke.com/loupan/409289.html,北大资源悦来,两江新区两江新区悦城路33号,在售,别墅,"轨交房,学校,医院,品牌开发商",总价200/万元/套起,400-603-2266 转 24218,42,['别墅'],114-229
https://cq.fang.anjuke.com/loupan/383143.html,桥达蓝湾半岛,两江新区两江新区观月北路217号,在售,住宅,"轨交房,学校,医院,飘窗",最低11200/元/㎡起,400-603-2266 转 40418,65,"['1室', '2室', '3室']",49-82
https://cq.fang.anjuke.com/loupan/415566.html,金科岭上,"两江新区两江新区悦复大道,近舵翠路",在售,别墅,"轨交房,改善房,学校,品牌开发商",总价500/万元/套,400-603-2266 转 57975,29,"['3室', '4室', '别墅']",104-370
https://cq.fang.anjuke.com/loupan/389838.html,首地江山赋,两江新区两江新区悦山路5号,待售,住宅,"轨交房,学校,医院,飘窗",None,400-603-2266 转 42089,69,"['2室', '3室']",59-140
https://cq.fang.anjuke.com/loupan/417381.html,天骄公园,两江新区两江新区恒山西路,在售,住宅,"轨交房,改善房,品牌开发商,飘窗",均价13500/元/㎡,400-603-2266 转 72908,60,"['2室', '3室', '4室']",73.73-125.42
https://cq.fang.anjuke.com/loupan/415997.html,龙湖九里晴川,"两江新区两江新区金通大道,近平祥路",待售,住宅,"轨交房,改善房,湖景,品牌开发商",None,400-603-2266 转 62332,32,"['4室', '5室', '别墅']",117-323
https://cq.fang.anjuke.com/loupan/418576.html,龙湖昱湖壹号,两江新区两江新区礼贤路,在售,住宅,"即将开盘,轨交房,改善房,湖景",最低20600/元/㎡起,400-603-2266 转 74112,39,"['3室', '4室', '5室']",125-206
https://cq.fang.anjuke.com/loupan/434207.html,龙兴国际生态新城,两江新区两江新区龙兴板块,待售,住宅,"改善房,河景,综合体,品牌开发商",None,400-603-2266 转 58511,10,[],390014
https://cq.fang.anjuke.com/loupan/431769.html,国瑞御府,两江新区两江新区龙兴管委会旁（两江大道与龙驿大道交汇...,待售,别墅,"即将开盘,改善房,河景,品牌开发商",None,400-603-2266 转 53848,20,None,None
https://cq.fang.anjuke.com/loupan/297567.html,招商雍华府,"两江新区两江新区天福路,近太湖东路",待售,别墅,"轨交房,大型超市,学校,医院",None,400-603-2266 转 39221,39,['别墅'],220-228
https://cq.fang.anjuke.com/loupan/249075.html,力帆红星国际广场,两江新区两江新区龙安路7号,在售,别墅,"轨交房,大型超市,学校,医院",总价700/万元/套起,400-603-2266 转 22113,22,"['1室', '2室', '3室']",91-123
https://cq.fang.anjuke.com/loupan/415890.html,华侨城云溪别院,两江新区两江新区华侨城华悦荟云溪别院营销中心,待售,住宅,"轨交房,即将开盘,品牌开发商,游乐园",None,400-603-2266 转 62167,12,['4室'],118-146
https://cq.fang.anjuke.com/loupan/418443.html,棕榈泉国际中心,两江新区两江新区金开大道90号（棕榈泉国际花园旁）,在售,办公楼,"轨交房,品牌开发商,高端会所,综合体",均价17000/元/㎡,400-603-2266 转 73978,11,[],310000
https://cq.fang.anjuke.com/loupan/428905.html,绿地保税中心写字楼,两江新区两江新区寸滩保税港金渝大道153号,在售,办公楼,"轨交房,品牌开发商,使用面积多,商场",均价13000/元/㎡,400-603-2266 转 98275,11,[],1400
https://cq.fang.anjuke.com/loupan/383173.html,九鼎国际重庆艺展中心,两江新区两江新区两江大道586号,售罄,店铺,"综合体,车位充足,投资地产",None,None,13,[],80000
https://cq.fang.anjuke.com/loupan/239004.html,日月光解放碑1号,渝中解放碑民权路88号,在售,住宅,"轨交房,学校,医院,商场",均价23896/元/㎡,400-603-2266 转 11405,86,"['2室', '3室', '4室', '5室']",60.99-220
https://cq.fang.anjuke.com/loupan/428696.html,重庆天地,渝中化龙桥化龙桥瑞天路158号,待售,住宅,"公园,景区,双卫,轨交房",None,400-603-2266 转 98066,39,"['2室', '3室', '4室']",81-176
https://cq.fang.anjuke.com/loupan/418093.html,财信渝中城,渝中解放碑中山一路(七星岗车站旁),在售,None,"轨交房,大型超市,美食街,商场",均价22000/元/㎡,400-603-2266 转 73625,13,None,None
https://cq.fang.anjuke.com/loupan/429269.html,罗宾森广场尚城华府,渝中解放碑七星岗兴隆街2号（轻轨1号线七星岗站旁...,在售,住宅,"轨交房,大型超市,学校,美食街",均价21000/元/㎡,400-603-2266 转 98640,17,"['1室', '2室', '3室', '4室']",62-330
https://cq.fang.anjuke.com/loupan/248438.html,高盛创富中心,渝中解放碑渝中嘉滨路111-113号（洪崖洞旁）,在售,公寓,"轨交房,刚需房,学校,品牌开发商",最低13000/元/㎡起,400-603-2266 转 21469,23,['公寓'],41.25-86.06
https://cq.fang.anjuke.com/loupan/252010.html,融创白象街,渝中解放碑凯旋路16号,在售,住宅,"轨交房,品牌开发商,双卫,新开盘",最低31000/元/㎡起,400-603-2266 转 27765,70,"['1室', '2室', '4室', '5室', '6室']",23-478
https://cq.fang.anjuke.com/loupan/412567.html,滨江壹号,渝中解放碑长江滨江路229号,在售,公寓,"轨交房,美食街,品牌开发商,商场",最低20000/元/㎡起,400-603-2266 转 30108,12,"['1室', '3室']",33.37-90.39
https://cq.fang.anjuke.com/loupan/415549.html,重庆地道美食街,渝中大坪渝中虎头岩转盘旁,在售,商业街,"投资地产,酒店式公寓,菜市场,美食街",最低8191/元/㎡起,400-603-2266 转 57939,None,[],18000
https://cq.fang.anjuke.com/loupan/297928.html,鹅岭峰,渝中两路口鹅岭正街58号,待售,住宅,"轨交房,学校,医院,公园",None,400-603-2266 转 39634,31,"['3室', '4室']",174.22-383.97
https://cq.fang.anjuke.com/loupan/244466.html,重庆来福士广场,渝中其他嘉滨路3号,在售,住宅,"轨交房,大型超市,刚需房,学校",均价33000/元/㎡,400-603-2266 转 17110,18,['3室'],270-360
https://cq.fang.anjuke.com/loupan/252691.html,和泓江山国际,渝中大坪长江二路33号,在售,住宅,"轨交房,大型超市,美食街,品牌开发商",均价19500/元/㎡,400-603-2266 转 90453,126,"['2室', '3室']",72.96-103.8
https://cq.fang.anjuke.com/loupan/239358.html,协信公馆,渝中解放碑胜利路132号,在售,住宅,"改善房,学校,医院,商场",均价28000/元/㎡,400-603-2266 转 11768,16,"['1室', '2室', '3室']",38.15-208
https://cq.fang.anjuke.com/loupan/238664.html,春语江山,渝中大坪鹅岭下徐家坡43号（重庆建委旁）,待售,住宅,"轨交房,带泳池,刚需房,学校",None,400-603-2266 转 11039,32,"['1室', '2室', '3室']",27.1-115
https://cq.fang.anjuke.com/loupan/413776.html,英利国际金融中心,渝中解放碑渝中民权路40号（八一广场对面）,在售,办公楼,"轨交房,高端会所,公交枢纽,银行",最低25000/元/㎡起,400-603-2266 转 41890,10,[],160000
https://cq.fang.anjuke.com/loupan/413777.html,英利中心1号,渝中大坪循环道,在售,商务公寓,"轨交房,大型超市,学校,医院",最低13000/元/㎡起,400-603-2266 转 41891,14,[],84147
https://cq.fang.anjuke.com/loupan/431040.html,财信半岛铂寓,渝中其他中山一路6号（七星岗车站旁）,待售,公寓,"即将开盘,轨交房,单身公寓,酒店式公寓",None,400-603-2266 转 52769,11,['公寓'],49-99
https://cq.fang.anjuke.com/loupan/240031.html,江屿朗廷,渝中大坪菜袁路168号（红楼宾馆往肖家湾方向前...,售罄,住宅,"大型超市,刚需房,学校,医院",最低8200/元/㎡起,None,66,"['1室', '2室', '3室', '4室', '5室']",28.25-194.49
https://cq.fang.anjuke.com/loupan/252007.html,里面,渝中解放碑大溪沟轻轨站旁,售罄,住宅,"刚需房,品牌开发商,商场,公园",均价14500/元/㎡,None,116,"['1室', '2室']",29.48-57.8
https://cq.fang.anjuke.com/loupan/252957.html,商社时代,渝中大坪渝中虎头岩石油路8号（五一技师学院旁...,售罄,住宅,"刚需房,美食街,医院,广场",均价8500/元/㎡,None,26,"['1室', '2室']",33-79
https://cq.fang.anjuke.com/loupan/297522.html,瑞安翠湖天地,渝中化龙桥渝中区瑞天路68号(天地湖对面）,售罄,公寓,"轨交房,学校,刚需房,双卫",None,None,29,"['1室', '2室', '3室']",49-135
https://cq.fang.anjuke.com/loupan/250555.html,升伟魔方公寓,渝中大坪虎歇路77号,售罄,公寓,"改善房,学校,医院,商场",均价9500/元/㎡,None,23,"['1室', '2室', '3室']",45.07-83
https://cq.fang.anjuke.com/loupan/414393.html,熊猫公馆,渝中解放碑解放碑较场口中兴路,售罄,住宅,"轨交房,大型超市,学校,美食街",None,None,22,['1室'],28.58-57.97
https://cq.fang.anjuke.com/loupan/238535.html,万科锦程,渝中大坪渝州路（河运校原址）,售罄,住宅,非毛坯,None,None,None,"['2室', '3室', '4室']",58-201
https://cq.fang.anjuke.com/loupan/238347.html,名流公馆,渝中上清寺中山四路市委市府旁,售罄,住宅,"改善房,学校,医院,双卫",None,None,22,"['1室', '2室', '3室', '4室']",36.87-155.37
https://cq.fang.anjuke.com/loupan/239516.html,协信阿卡迪亚,渝中大坪石油路102号(六店子小学旁),售罄,住宅,"学校,医院,品牌开发商,山景",None,None,4,"['1室', '2室', '3室', '4室', '5室']",67.64-131.7
https://cq.fang.anjuke.com/loupan/238455.html,重庆天地雍江悦庭,渝中化龙桥瑞天路138号(原化龙桥嘉陵路),售罄,住宅,"学校,医院,商场,飘窗",None,None,None,"['1室', '2室', '3室']",53-117
https://cq.fang.anjuke.com/loupan/240524.html,康德国际,渝中大坪单巷子88号,售罄,住宅,,None,None,None,"['2室', '3室']",48.17-81.88
https://cq.fang.anjuke.com/loupan/238333.html,天怡碧桂苑,渝中解放碑辅向路1号(好百年家居对面),售罄,住宅,,None,None,None,"['1室', '2室', '3室']",33.58-71.78
https://cq.fang.anjuke.com/loupan/238473.html,金麟七星公馆,渝中解放碑七星岗中山一路97号（原金山酒店）,售罄,住宅,非毛坯,None,None,None,['1室'],20.1-55.1
https://cq.fang.anjuke.com/loupan/238458.html,大鼎世纪滨江,渝中其他黄杨路24号（鹅公岩大桥旁）,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",37.82-84.79
https://cq.fang.anjuke.com/loupan/239357.html,丽水菁苑,渝中其他渝中半岛九滨路工农四村58号（滨江公园...,售罄,住宅,,None,None,None,"['2室', '3室', '4室']",100.67-129.69
https://cq.fang.anjuke.com/loupan/238867.html,华宇春江花月,渝中其他黄杨路20号(鹅公岩大桥旁),售罄,住宅,,None,None,None,['3室'],95.35-104.02
https://cq.fang.anjuke.com/loupan/297531.html,协信阿卡迪亚江山凌云,渝中其他渝中高九路大坪虎头岩黄荆社13号（六店...,售罄,住宅,"学校,银行,菜市场,豪宅",均价10000/元/㎡,None,25,['3室'],69
https://cq.fang.anjuke.com/loupan/239636.html,中驰半岛荟景,渝中解放碑人民公园旁二府衙片区(白象宾馆对面),售罄,住宅,,None,None,None,[],200000
https://cq.fang.anjuke.com/loupan/413746.html,康德国际写字楼,渝中大坪渝中大坪单巷子88号（轻轨大坪站旁）,售罄,办公楼,"大型超市,美食街,医院,广场",均价12000/元/㎡,None,1,[],250000
https://cq.fang.anjuke.com/loupan/252552.html,中核鹅岭一品,渝中两路口长江一路（重庆建委旁）,售罄,住宅,"大型超市,酒店式公寓,学校,景区",最低9600/元/㎡起,None,23,"['1室', '2室', '3室']",44-103
https://cq.fang.anjuke.com/loupan/411603.html,英利未来公寓,渝中解放碑新华路332号,售罄,公寓,"轨交房,酒店式公寓,单身公寓,使用面积多",均价27000/元/㎡,None,12,"['1室', '2室']",62.5-193.94
https://cq.fang.anjuke.com/loupan/241004.html,万科中心,渝中大坪渝州路,售罄,住宅,非毛坯,None,None,None,"['1室', '2室']",39-911
https://cq.fang.anjuke.com/loupan/238792.html,创汇首座,渝中解放碑渝中区解放碑CBD新华路388号（步行至解...,售罄,住宅,非毛坯,None,None,None,['1室'],35-56
https://cq.fang.anjuke.com/loupan/243298.html,上城奥邻,渝中大坪袁家岗奥体中心旁（奥韵路口处）,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",42.21-100.13
https://cq.fang.anjuke.com/loupan/240252.html,中驰领寓,渝中解放碑人民公园旁二府衙片区（白象宾馆对面）,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",43.02-102.58
https://cq.fang.anjuke.com/loupan/400912.html,万科锦尚生活汇,渝中大坪虎头岩转盘,售罄,商业,"轨交房,大型超市,学校,商场",最低8191/元/㎡起,None,26,[],22
https://cq.fang.anjuke.com/loupan/413781.html,浙商朝天门中心,渝中朝天门渝中陕西路与新华路交汇处（海韵大厦旁...,售罄,办公楼,,None,None,None,[],280000
https://cq.fang.anjuke.com/loupan/238708.html,江枫雅居,渝中其他解放西路141号（南纪门中药材市场车站...,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",38.12-107.56
https://cq.fang.anjuke.com/loupan/240791.html,重庆村壹号,渝中两路口两路口重庆村壹号大厦（希尔顿旁）,售罄,住宅,非毛坯,None,None,None,[],30000
https://cq.fang.anjuke.com/loupan/239187.html,恒大名都,渝中大坪石油路1号,售罄,住宅,"改善房,湖景,酒店式公寓,学校",均价5800/元/㎡,None,53,"['1室', '2室', '3室', '4室']",46-138
https://cq.fang.anjuke.com/loupan/252378.html,万科锦尚,渝中大坪大坪商圈虎头岩转盘,售罄,住宅,"刚需房,品牌开发商,商场,低总价",均价9800/元/㎡,None,62,"['2室', '3室']",53-68
https://cq.fang.anjuke.com/loupan/252098.html,解放碑181,渝中解放碑八一路181号,售罄,公寓,"轨交房,酒店式公寓,美食街,广场",均价19500/元/㎡,None,29,['公寓'],42.63-64.49
https://cq.fang.anjuke.com/loupan/251399.html,财信渝中城商铺,渝中解放碑中山路七星岗车站旁,售罄,住宅,"刚需房,商场,飘窗,综合体",None,None,50,"['1室', '2室', '3室']",48-97
https://cq.fang.anjuke.com/loupan/238444.html,龙湖时代天街,渝中大坪大石路（原后勤工程学院马家堡校区）,售罄,住宅,"学校,医院,品牌开发商,商场",None,None,1,"['2室', '3室']",57-70
https://cq.fang.anjuke.com/loupan/244452.html,北城未来,北碚蔡家北碚蔡家镇蔡通路508号（蔡家立交旁50...,售罄,住宅,"改善房,刚需房,学校,医院",最低4500/元/㎡起,None,23,"['2室', '3室']",63.93-97.59
https://cq.fang.anjuke.com/loupan/249070.html,维景缙云碧桂,北碚城南新区北碚北温泉街道云开路99号（缙云大道和...,售罄,住宅,"改善房,刚需房,学校,医院",均价5600/元/㎡,None,16,"['1室', '2室']",58.88-88
https://cq.fang.anjuke.com/loupan/249050.html,沿海赛洛城,北碚城南新区北碚城南新区区政府旁（冯时行路与缙云...,售罄,住宅,"改善房,刚需房,学校,医院",均价6300/元/㎡,None,35,"['2室', '3室', '4室']",60-140
https://cq.fang.anjuke.com/loupan/240345.html,正源缙云山水,北碚城南新区渝武高速(缙云山出口两侧),售罄,住宅,"改善房,刚需房,学校,医院",最低5400/元/㎡起,None,6,"['1室', '2室', '3室']",62.45-98.9
https://cq.fang.anjuke.com/loupan/241201.html,首钢美利溪镇,北碚蔡家嘉运大道2号（渝武高速翡翠下道）,售罄,别墅,"改善房,湖景,飘窗,豪宅",总价520/万元/套起,None,11,['别墅'],236-460
https://cq.fang.anjuke.com/loupan/239531.html,北温泉九号二期森邻海,北碚城北新区金华路369号(自然博物馆附近),售罄,住宅,"改善房,刚需房,学校,美食街",None,None,2,"['1室', '2室', '3室']",68-116
https://cq.fang.anjuke.com/loupan/277825.html,四联悦苑,北碚老城区北碚区碚峡路55号川仪十八厂公交站旁,售罄,住宅,"飘窗,大平层,大主卧,小户型",最低5600/元/㎡起,None,13,"['1室', '2室', '3室']",45-132
https://cq.fang.anjuke.com/loupan/251551.html,国旅·颐锦院,北碚城北新区北碚两江新区蔡家（颐尚温泉度假区）,售罄,住宅,"景区,豪宅,旅游地产,南北通透",最低3000/元/㎡起,None,16,"['3室', '别墅']",208-262.48
https://cq.fang.anjuke.com/loupan/240262.html,浩博方山境,北碚城南新区将军路(将军路与龙凤大道交汇处天奇广...,售罄,住宅,"刚需房,商场,公园,双卫",None,None,None,"['2室', '3室']",86-131
https://cq.fang.anjuke.com/loupan/245549.html,海宇中央鑫都,北碚城北新区云清路160号（海宇大酒店旁）,售罄,住宅,"改善房,刚需房,学校,医院",None,None,None,"['1室', '2室']",38-72
https://cq.fang.anjuke.com/loupan/240207.html,江山领秀,北碚老城区缙云山健身步道左侧(北碚区府旁),售罄,住宅,"带泳池,公交枢纽,带幼儿园,车位充足",None,None,None,"['2室', '3室', '4室']",75-143
https://cq.fang.anjuke.com/loupan/246206.html,新天泽云山外,北碚城北新区缙泉路（渝武高速缙云山出口下）,售罄,住宅,"改善房,双卫,小三室,低总价",None,None,11,['3室'],110.19-121.77
https://cq.fang.anjuke.com/loupan/238454.html,海宇西湖山水,北碚城南新区新城（新区府后侧）,售罄,住宅,"带泳池,车位充足,复式,低密度",None,None,2,['别墅'],220-275
https://cq.fang.anjuke.com/loupan/248234.html,先登6号快线,北碚城南新区云华路29号,售罄,住宅,"改善房,刚需房,学校,医院",None,None,4,"['1室', '2室']",55.26-70.37
https://cq.fang.anjuke.com/loupan/249060.html,福星名居,北碚城南新区双柏路41号（重百超市旁）,售罄,住宅,"学校,医院,商场,综合体",None,None,None,"['1室', '2室']",49.4-87.08
https://cq.fang.anjuke.com/loupan/413727.html,北斗中心,北碚城南新区北碚两江新区水土高新园管委会旁(中国...,售罄,办公楼,,最低6000/元/㎡起,None,None,[],150551
https://cq.fang.anjuke.com/loupan/238627.html,盈田SOHO公寓,北碚城南新区蔡家岗镇凤栖路6号（同兴工业园A区蔡同...,售罄,住宅,,None,None,None,[],16000
https://cq.fang.anjuke.com/loupan/239534.html,巨豪香溪美林,北碚童家溪北碚三溪口童家溪镇香溪路3号（三溪口...,售罄,住宅,"改善房,刚需房,学校,医院",最低4399/元/㎡起,None,12,"['1室', '2室', '3室', '4室', '6室']",85-161
https://cq.fang.anjuke.com/loupan/383804.html,中庚阅玺,北碚蔡家北碚蔡家岗镇同熙路6号,售罄,公寓,"轨交房,即将开盘,洋房,大型社区",总价30/万元/套起,None,32,['别墅'],105-280
https://cq.fang.anjuke.com/loupan/246699.html,旭辉朗悦郡,北碚蔡家中央公园与体育公园间,售罄,住宅,"改善房,刚需房,学校,医院",最低4500/元/㎡起,None,16,"['1室', '2室', '3室', '4室']",53-147
https://cq.fang.anjuke.com/loupan/413944.html,上实海上海,北碚城南新区朝阳小学状元校区旁（近万达广场）,售罄,住宅,"轨交房,湖景,刚需房,广场",None,None,22,"['2室', '3室', '4室']",80-124
https://cq.fang.anjuke.com/loupan/249194.html,景瑞御蓝湾,北碚城南新区云开路自然博物馆新馆旁,售罄,别墅,"改善房,医院,公交枢纽,景区",总价90/万元/套起,None,27,['别墅'],134.34-223
https://cq.fang.anjuke.com/loupan/239325.html,江山假日,北碚蔡家渝合高速三溪口同兴园区园区二路39号(...,售罄,住宅,,None,None,5,"['1室', '2室']",37.4-58.78
https://cq.fang.anjuke.com/loupan/247847.html,心景缙云,北碚老城区十里温泉城运河片区,售罄,住宅,"拎包入住,学校,医院,商场",None,None,14,"['1室', '2室']",34.5-48.63
https://cq.fang.anjuke.com/loupan/239167.html,鲁商云山原筑,北碚城南新区缙云大道99号,售罄,别墅,"带泳池,学校,品牌开发商,景区",None,None,24,['别墅'],212.8-574.19
https://cq.fang.anjuke.com/loupan/238864.html,兴现金鼎龙泉,北碚老城区北碚北温泉街道云开路1号(北碚自然博物...,售罄,住宅,"改善房,大型超市,学校,医院",均价5300/元/㎡,None,10,"['2室', '3室']",84-153
https://cq.fang.anjuke.com/loupan/238819.html,泰吉滨江,北碚老城区滨江路（第九人民医院附近）,售罄,住宅,"刚需房,学校,医院,商场",None,None,12,"['1室', '2室', '3室']",47.51-128.48
https://cq.fang.anjuke.com/loupan/413771.html,天海星两江数码工坊,北碚城南新区北碚水土高新园碚金路与万兴路立交交汇...,售罄,办公楼,,None,None,None,[],220000
https://cq.fang.anjuke.com/loupan/238374.html,水天花园,北碚童家溪高速路(三溪口红鼎高尔夫球会旁),售罄,住宅,,None,None,None,"['1室', '2室', '3室', '4室', '5室', '6室']",50.72-651
https://cq.fang.anjuke.com/loupan/239296.html,渝复竹芸山水,北碚城北新区新城缙云大道（自然博物馆附近）,售罄,住宅,"改善房,刚需房,医院,商场",None,None,None,"['1室', '2室', '3室']",39.84-108.66
https://cq.fang.anjuke.com/loupan/238963.html,蜜糖,九龙坡石桥铺玉灵路228号（国窖建材市场内）,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",47.98-74.54
https://cq.fang.anjuke.com/loupan/238785.html,金源利青国青城,九龙坡杨家坪九龙山锦龙路289号（九龙美食街旁）,售罄,住宅,,None,None,None,"['2室', '3室']",58-96
https://cq.fang.anjuke.com/loupan/239012.html,金鹏西城华府,九龙坡西彭西庆路（镇政府旁）,售罄,住宅,,None,None,None,"['2室', '3室', '4室']",85.27-117.75
https://cq.fang.anjuke.com/loupan/248870.html,恒基雍翠名门,九龙坡二郎科技新城科成路129号（彩云湖旁）,售罄,住宅,"刚需房,学校,医院,商场",均价7200/元/㎡,None,25,"['1室', '2室', '3室', '4室']",52-140.49
https://cq.fang.anjuke.com/loupan/383811.html,乔鹤西苑,九龙坡西彭西彭镇铝城大道179号（西彭园区实验小...,售罄,住宅,"刚需房,医院,广场,大型社区",最低3299/元/㎡起,None,8,"['1室', '2室']",65-78
https://cq.fang.anjuke.com/loupan/239337.html,斌鑫西城绿锦,九龙坡华岩新城华福大道北段19号(华福公园旁),售罄,住宅,"学校,医院,品牌开发商,公园",None,None,None,"['2室', '3室']",62.73-88.01
https://cq.fang.anjuke.com/loupan/241192.html,晋愉融府,九龙坡二郎二郎新区景观大道中段（巴国城旁边）,售罄,住宅,,None,None,None,"['2室', '3室', '4室', '5室']",68.8-167.92
https://cq.fang.anjuke.com/loupan/238610.html,逸静花开香地,九龙坡石桥铺南方新城烟灯山公园旁,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",40.51-90.74
https://cq.fang.anjuke.com/loupan/238662.html,大鼎第一时间,九龙坡谢家湾九龙坡谢家湾正街7号（袁家岗五洲女子...,售罄,住宅,,None,None,None,"['1室', '2室']",23.3-68.75
https://cq.fang.anjuke.com/loupan/251031.html,龙城御府,九龙坡华岩新城华龙大道半山公园,售罄,别墅,"学校,洋房,公交枢纽,大型社区",总价160/万元/套起,None,16,['2室'],63.49-72.18
https://cq.fang.anjuke.com/loupan/246131.html,半山七号,九龙坡高新区石桥铺烟灯山公园旁,售罄,住宅,"学校,品牌开发商,商场,公园",None,None,1,"['1室', '2室']",32.76-71.28
https://cq.fang.anjuke.com/loupan/238456.html,天盈香御驿都,九龙坡白市驿白林路23号（武警一支队旁）,售罄,住宅,,None,None,None,"['2室', '3室']",53-85
https://cq.fang.anjuke.com/loupan/238412.html,东海阿特豪斯,九龙坡二郎(巴国城旁),售罄,住宅,,None,None,None,"['2室', '3室']",66.71-98.03
https://cq.fang.anjuke.com/loupan/238481.html,天鸿龙宇金座,九龙坡高新区石桥铺白鹤村40号（枫丹树语城旁）,售罄,住宅,,None,None,None,"['1室', '2室']",36-74.59
https://cq.fang.anjuke.com/loupan/241252.html,九龙星光,九龙坡二郎九龙园区火炬大道（水碾转盘旁）,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",37.98-90.42
https://cq.fang.anjuke.com/loupan/238607.html,柏景龙庭,九龙坡二郎九龙坡九龙园翼龙路8号（金科三色幼儿...,售罄,住宅,,None,None,None,"['1室', '2室', '3室']",43.43-90.87
https://cq.fang.anjuke.com/loupan/249683.html,兰花丽景添丁,九龙坡高新区石新路299号（巴山车管所旁）,售罄,住宅,"刚需房,游乐园,商场,公园",None,None,None,"['2室', '3室', '4室', '5室']",86-134
https://cq.fang.anjuke.com/loupan/239136.html,广厦城洛卡庄园,九龙坡其他九龙坡杨家坪杨九路九龙大道一号（康体...,售罄,住宅,,None,None,None,['3室'],116.19-128.79
https://cq.fang.anjuke.com/loupan/239208.html,同天依云郡,九龙坡高新区二郎科技新城科城路98号（彩云湖公园旁...,售罄,住宅,,None,None,None,"['4室', '5室']",236-325
https://cq.fang.anjuke.com/loupan/239529.html,西郊庄园,九龙坡白市驿含谷镇含兴路（含金村14.15社）,售罄,住宅,,None,None,None,[],46617
